source,target,weight
Italy,Uganda,6
Italy,Azerbaijan,4
Italy,Indonesia,8
Italy,Bangladesh,6
Italy,Laos,2
Italy,Bermuda,1
Italy,Saudi Arabia,9
Italy,Mongolia,1
Italy,Cuba,2
Italy,Burkina Faso,3
Italy,Zimbabwe,5
Italy,Kuwait,7
Italy,Sri Lanka,7
Italy,Macedonia,1
Italy,Turks and Caicos Islands,1
Italy,Chad,2
Italy,Cameroon,3
Italy,Tanzania,5
Italy,Tajikistan,1
Italy,Somalia,1
Italy,Lithuania,2
Italy,Tunisia,4
Italy,Moldova,1
Italy,Taiwan,5
Italy,Jamaica,3
Italy,Cambodia,2
Italy,Barbados,1
Italy,Hungary,6
Italy,Philippines,7
Italy,Turkey,8
Italy,Russia,9
Italy,Namibia,1
Italy,South Africa,9
Italy,Pakistan,6
Italy,Haiti,1
Italy,Argentina,6
Italy,Vietnam,7
Italy,Czech Republic,5
Italy,Ireland,6
Italy,Djibouti,3
Italy,Jersey,2
Italy,Mauritania,2
Italy,Switzerland,9
Italy,Honduras,1
Italy,Sierra Leone,3
Italy,Kenya,7
Italy,Colombia,1
Italy,China,9
Italy,Germany,9
Italy,Uzbekistan,1
Italy,Guatemala,2
Italy,Mozambique,1
Italy,Ukraine,5
Italy,Rwanda,4
Italy,Hong Kong,9
Italy,Qatar,8
Italy,South Korea,9
Italy,Estonia,2
Italy,Saint Kitts and Nevis,1
Italy,Burma,3
Italy,Costa Rica,3
Italy,Saint Lucia,2
Italy,Armenia,1
Italy,Yemen,1
Italy,Senegal,3
Italy,Malaysia,8
Italy,Bosnia and Herzegovina,1
Italy,Fiji,1
Italy,Seychelles,2
Italy,Puerto Rico,2
Italy,Georgia,4
Italy,Morocco,7
Italy,Japan,9
Italy,South Sudan,1
Italy,Bulgaria,4
Italy,Burundi,1
Italy,Singapore,9
Italy,Australia,9
Italy,Austria,6
Italy,Angola,4
Italy,Netherlands Antilles,2
Italy,Latvia,3
Italy,Ecuador,2
Italy,Malta,4
Italy,Bahamas,2
Italy,Iraq,4
Italy,Egypt,8
Italy,Iran,4
Italy,India,9
Italy,Turkmenistan,1
Italy,Brunei,1
Italy,Chile,2
Italy,Guinea,1
Italy,Equatorial Guinea,3
Italy,Madagascar,1
Italy,Ghana,4
Italy,Grenada,1
Italy,Kyrgyzstan,1
Italy,Congo (Kinshasa),3
Italy,Reunion,1
Italy,Niger,3
Italy,Trinidad and Tobago,1
Italy,Albania,2
Italy,Kazakhstan,4
Italy,Antigua and Barbuda,1
Italy,Mayotte,2
Italy,New Zealand,2
Italy,Oman,7
Italy,Gibraltar,1
Italy,Libya,3
Italy,Aruba,1
India,Cyprus,7
India,French Polynesia,2
India,Swaziland,1
India,Slovenia,2
India,French Guiana,1
India,Romania,6
India,Portugal,7
India,Martinique,1
India,Canada,10
India,Peru,3
India,Isle of Man,1
India,Croatia,4
India,Liberia,3
India,Lesotho,1
India,Zambia,5
India,Gabon,3
India,Luxembourg,4
India,Togo,1
India,Montenegro,1
India,Uruguay,2
India,Benin,2
India,Suriname,1
India,Palau,2
India,Poland,7
India,Cayman Islands,1
India,Guadeloupe,1
India,Congo (Brazzaville),3
India,Mauritius,4
India,Panama,2
India,Maldives,7
India,Israel,4
India,Nepal,5
India,Mexico,5
India,Afghanistan,2
India,Malawi,3
India,Sudan,4
India,Dominican Republic,3
India,Virgin Islands,3
India,Finland,5
India,Norway,5
India,Ethiopia,6
India,Comoros,2
India,Uganda,7
India,Azerbaijan,4
India,Indonesia,10
India,Bangladesh,6
India,Laos,2
India,Bermuda,1
India,Saudi Arabia,9
India,Mongolia,1
India,Cuba,3
India,Burkina Faso,3
India,Zimbabwe,6
India,Kuwait,8
India,Sri Lanka,7
India,Macedonia,1
India,Turks and Caicos Islands,1
India,Chad,2
India,Cameroon,4
India,Tanzania,6
India,Tajikistan,1
India,Somalia,1
India,Lithuania,2
India,Tunisia,4
India,Moldova,1
India,Taiwan,7
India,Jamaica,4
India,Cambodia,2
India,Barbados,2
India,Hungary,6
India,Philippines,9
India,Turkey,9
India,Russia,11
India,Namibia,2
India,South Africa,11
India,Guam,2
India,Pakistan,6
India,Haiti,1
India,Argentina,6
India,Vietnam,9
India,Botswana,1
India,Czech Republic,5
India,Ireland,6
India,Djibouti,3
India,Jersey,2
India,Mauritania,2
India,Switzerland,11
India,Honduras,1
India,Sierra Leone,3
India,Kenya,8
India,Colombia,1
India,China,12
India,Germany,13
India,Uzbekistan,1
India,Guatemala,2
India,Mozambique,2
India,Ukraine,5
India,Rwanda,5
India,Hong Kong,13
India,Qatar,10
India,South Korea,11
India,Estonia,2
India,Saint Kitts and Nevis,1
India,Macau,1
India,Burma,4
India,Costa Rica,3
India,Saint Lucia,3
India,Armenia,1
India,Yemen,1
India,Senegal,4
India,Malaysia,9
India,Bosnia and Herzegovina,1
India,Fiji,1
India,Seychelles,3
India,Puerto Rico,3
India,Georgia,4
India,Morocco,7
India,Japan,12
India,South Sudan,1
India,Bulgaria,4
India,Burundi,1
India,Singapore,13
India,Australia,12
India,Austria,7
India,Angola,5
India,Netherlands Antilles,2
India,Latvia,3
India,Ecuador,2
India,Malta,4
India,Bahamas,2
India,Iraq,4
India,Egypt,9
India,Iran,4
India,Turkmenistan,1
India,Brunei,1
India,Chile,3
India,Madagascar,2
India,Equatorial Guinea,3
India,Guinea,1
India,Ghana,5
India,Grenada,2
India,Kyrgyzstan,1
India,Congo (Kinshasa),4
India,Reunion,1
India,Niger,3
India,Trinidad and Tobago,1
India,Albania,2
India,Kazakhstan,4
India,Antigua and Barbuda,2
India,Mayotte,2
India,New Zealand,2
India,Oman,7
India,Gibraltar,1
India,Libya,3
India,Aruba,1
Colombia,Cyprus,1
Colombia,French Polynesia,1
Colombia,Argentina,1
Colombia,Vietnam,1
Colombia,Czech Republic,1
Colombia,Ireland,1
Colombia,Djibouti,1
Colombia,Jersey,1
Colombia,French Guiana,1
Colombia,Slovenia,1
Colombia,Mauritania,1
Colombia,Romania,1
Colombia,Portugal,1
Colombia,Martinique,1
Colombia,Switzerland,1
Colombia,Canada,1
Colombia,Sierra Leone,1
Colombia,Peru,1
Colombia,Kenya,1
Colombia,Croatia,1
Colombia,Liberia,1
Colombia,Germany,1
Colombia,China,1
Colombia,Zambia,1
Colombia,Gabon,1
Colombia,Luxembourg,1
Colombia,Togo,1
Colombia,Guatemala,1
Colombia,Uruguay,1
Colombia,Benin,1
Colombia,Ukraine,1
Colombia,Rwanda,1
Colombia,Hong Kong,1
Colombia,Qatar,1
Colombia,Guadeloupe,1
Colombia,Palau,1
Colombia,Poland,1
Colombia,South Korea,1
Colombia,Congo (Brazzaville),1
Colombia,Mauritius,1
Colombia,Panama,1
Colombia,Costa Rica,1
Colombia,Armenia,1
Colombia,Saint Lucia,1
Colombia,Israel,1
Colombia,Senegal,1
Colombia,Mexico,1
Colombia,Malawi,1
Colombia,Malaysia,1
Colombia,Dominican Republic,1
Colombia,Virgin Islands,1
Colombia,Puerto Rico,1
Colombia,Finland,1
Colombia,Norway,1
Colombia,Georgia,1
Colombia,Morocco,1
Colombia,Japan,1
Colombia,Comoros,1
Colombia,Bulgaria,1
Colombia,Uganda,1
Colombia,Singapore,1
Colombia,Azerbaijan,1
Colombia,Australia,1
Colombia,Indonesia,1
Colombia,Laos,1
Colombia,Austria,1
Colombia,Angola,1
Colombia,Saudi Arabia,1
Colombia,Cuba,1
Colombia,Burkina Faso,1
Colombia,Netherlands Antilles,1
Colombia,Latvia,1
Colombia,Zimbabwe,1
Colombia,Ecuador,1
Colombia,Malta,1
Colombia,Kuwait,1
Colombia,Bahamas,1
Colombia,Egypt,1
Colombia,Chad,1
Colombia,Cameroon,1
Colombia,Chile,1
Colombia,Guinea,1
Colombia,Equatorial Guinea,1
Colombia,Madagascar,1
Colombia,Tanzania,1
Colombia,Congo (Kinshasa),1
Colombia,Reunion,1
Colombia,Niger,1
Colombia,Tunisia,1
Colombia,Taiwan,1
Colombia,Jamaica,1
Colombia,Cambodia,1
Colombia,Hungary,1
Colombia,Philippines,1
Colombia,Turkey,1
Colombia,Mayotte,1
Colombia,Russia,1
Colombia,Oman,1
Colombia,South Africa,1
Colombia,Haiti,1
Germany,Cyprus,7
Germany,French Polynesia,4
Germany,Swaziland,1
Germany,Slovenia,2
Germany,French Guiana,1
Germany,Romania,6
Germany,Portugal,7
Germany,Martinique,1
Germany,Canada,11
Germany,Peru,3
Germany,Isle of Man,1
Germany,Croatia,4
Germany,Liberia,3
Germany,Lesotho,1
Germany,Zambia,5
Germany,Gabon,3
Germany,Vanuatu,2
Germany,Luxembourg,4
Germany,Togo,1
Germany,Montenegro,1
Germany,Uruguay,2
Germany,Benin,2
Germany,Suriname,1
Germany,Palau,2
Germany,Poland,8
Germany,Cayman Islands,1
Germany,Guadeloupe,1
Germany,Congo (Brazzaville),3
Germany,Mauritius,4
Germany,Panama,2
Germany,Maldives,7
Germany,Israel,4
Germany,Nepal,5
Germany,Mexico,6
Germany,Afghanistan,2
Germany,Malawi,3
Germany,Sudan,4
Germany,Dominican Republic,3
Germany,Virgin Islands,3
Germany,Finland,5
Germany,Norway,5
Germany,Ethiopia,6
Germany,Comoros,2
Germany,Uganda,7
Germany,Azerbaijan,4
Germany,Indonesia,11
Germany,Bangladesh,6
Germany,Laos,2
Germany,Bermuda,1
Germany,Saudi Arabia,10
Germany,Mongolia,1
Germany,Cuba,3
Germany,Burkina Faso,3
Germany,Zimbabwe,6
Germany,Kuwait,8
Germany,Sri Lanka,7
Germany,Macedonia,1
Germany,Turks and Caicos Islands,1
Germany,Niue,1
Germany,Chad,2
Germany,Cameroon,4
Germany,Tanzania,6
Germany,Tajikistan,1
Germany,Somalia,1
Germany,Lithuania,2
Germany,Tunisia,4
Germany,Moldova,1
Germany,Taiwan,7
Germany,Jamaica,4
Germany,Norfolk Island,1
Germany,Cambodia,2
Germany,Barbados,2
Germany,Hungary,6
Germany,Philippines,10
Germany,Turkey,10
Germany,Russia,11
Germany,Namibia,2
Germany,Guam,2
Germany,South Africa,12
Germany,Pakistan,6
Germany,Haiti,1
Germany,Argentina,6
Germany,Vietnam,10
Germany,Botswana,1
Germany,Czech Republic,6
Germany,Ireland,7
Germany,Djibouti,3
Germany,Jersey,2
Germany,Mauritania,2
Germany,Switzerland,12
Germany,Papua New Guinea,1
Germany,Honduras,1
Germany,Sierra Leone,3
Germany,Kenya,9
Germany,China,14
Germany,Uzbekistan,1
Germany,Guatemala,2
Germany,Mozambique,2
Germany,Ukraine,5
Germany,Rwanda,5
Germany,Hong Kong,15
Germany,South Korea,12
Germany,Qatar,10
Germany,Estonia,2
Germany,Saint Kitts and Nevis,1
Germany,Macau,1
Germany,Burma,4
Germany,Costa Rica,3
Germany,Saint Lucia,3
Germany,Armenia,1
Germany,Yemen,1
Germany,Senegal,4
Germany,Malaysia,10
Germany,Fiji,3
Germany,Bosnia and Herzegovina,1
Germany,Seychelles,3
Germany,Samoa,1
Germany,Puerto Rico,3
Germany,Georgia,4
Germany,Morocco,7
Germany,Japan,14
Germany,South Sudan,1
Germany,Bulgaria,4
Germany,Burundi,1
Germany,Singapore,15
Germany,Australia,14
Germany,Austria,7
Germany,Angola,5
Germany,Netherlands Antilles,2
Germany,Latvia,3
Germany,Ecuador,2
Germany,Malta,4
Germany,Bahamas,2
Germany,Iraq,4
Germany,Egypt,9
Germany,Tonga,1
Germany,Cook Islands,1
Germany,Iran,4
Germany,Turkmenistan,1
Germany,Brunei,1
Germany,Chile,4
Germany,Madagascar,2
Germany,Equatorial Guinea,3
Germany,Guinea,1
Germany,Ghana,5
Germany,Grenada,2
Germany,Kyrgyzstan,1
Germany,Congo (Kinshasa),4
Germany,Reunion,1
Germany,Niger,3
Germany,Trinidad and Tobago,1
Germany,New Caledonia,2
Germany,Albania,2
Germany,East Timor,1
Germany,Kazakhstan,4
Germany,Antigua and Barbuda,2
Germany,Mayotte,2
Germany,New Zealand,4
Germany,Oman,8
Germany,Gibraltar,1
Germany,Libya,3
Germany,Aruba,1
Hungary,Cyprus,6
Hungary,French Polynesia,1
Hungary,Slovenia,2
Hungary,French Guiana,1
Hungary,Romania,6
Hungary,Portugal,5
Hungary,Martinique,1
Hungary,Canada,6
Hungary,Peru,2
Hungary,Isle of Man,1
Hungary,Croatia,4
Hungary,Liberia,3
Hungary,Zambia,3
Hungary,Gabon,2
Hungary,Luxembourg,4
Hungary,Togo,1
Hungary,Montenegro,1
Hungary,Uruguay,2
Hungary,Benin,1
Hungary,Suriname,1
Hungary,Cayman Islands,1
Hungary,Poland,5
Hungary,Guadeloupe,1
Hungary,Palau,1
Hungary,Congo (Brazzaville),2
Hungary,Mauritius,2
Hungary,Panama,2
Hungary,Maldives,4
Hungary,Israel,4
Hungary,Nepal,3
Hungary,Mexico,4
Hungary,Afghanistan,1
Hungary,Malawi,2
Hungary,Sudan,3
Hungary,Dominican Republic,3
Hungary,Virgin Islands,3
Hungary,Finland,4
Hungary,Norway,5
Hungary,Ethiopia,3
Hungary,Comoros,2
Hungary,Uganda,5
Hungary,Azerbaijan,4
Hungary,Indonesia,5
Hungary,Bangladesh,3
Hungary,Laos,2
Hungary,Bermuda,1
Hungary,Saudi Arabia,6
Hungary,Mongolia,1
Hungary,Cuba,2
Hungary,Burkina Faso,3
Hungary,Zimbabwe,4
Hungary,Kuwait,6
Hungary,Sri Lanka,4
Hungary,Macedonia,1
Hungary,Turks and Caicos Islands,1
Hungary,Chad,2
Hungary,Cameroon,3
Hungary,Tanzania,4
Hungary,Tajikistan,1
Hungary,Somalia,1
Hungary,Lithuania,2
Hungary,Tunisia,3
Hungary,Moldova,1
Hungary,Taiwan,2
Hungary,Jamaica,3
Hungary,Cambodia,1
Hungary,Barbados,1
Hungary,Philippines,4
Hungary,Turkey,6
Hungary,Russia,6
Hungary,Namibia,1
Hungary,South Africa,6
Hungary,Pakistan,4
Hungary,Haiti,1
Hungary,Argentina,5
Hungary,Vietnam,4
Hungary,Czech Republic,4
Hungary,Ireland,5
Hungary,Djibouti,3
Hungary,Jersey,2
Hungary,Mauritania,2
Hungary,Switzerland,6
Hungary,Honduras,1
Hungary,Sierra Leone,3
Hungary,Kenya,6
Hungary,China,6
Hungary,Uzbekistan,1
Hungary,Guatemala,2
Hungary,Mozambique,1
Hungary,Ukraine,4
Hungary,Rwanda,4
Hungary,Hong Kong,6
Hungary,Qatar,6
Hungary,South Korea,6
Hungary,Estonia,2
Hungary,Saint Kitts and Nevis,1
Hungary,Burma,2
Hungary,Costa Rica,3
Hungary,Saint Lucia,2
Hungary,Armenia,1
Hungary,Yemen,1
Hungary,Senegal,2
Hungary,Malaysia,5
Hungary,Bosnia and Herzegovina,1
Hungary,Seychelles,1
Hungary,Puerto Rico,2
Hungary,Georgia,4
Hungary,Morocco,6
Hungary,Japan,6
Hungary,South Sudan,1
Hungary,Bulgaria,4
Hungary,Burundi,1
Hungary,Singapore,6
Hungary,Australia,6
Hungary,Austria,5
Hungary,Angola,3
Hungary,Netherlands Antilles,2
Hungary,Latvia,3
Hungary,Ecuador,2
Hungary,Malta,3
Hungary,Bahamas,2
Hungary,Iraq,3
Hungary,Egypt,6
Hungary,Iran,3
Hungary,Turkmenistan,1
Hungary,Chile,2
Hungary,Guinea,1
Hungary,Equatorial Guinea,3
Hungary,Madagascar,1
Hungary,Ghana,3
Hungary,Grenada,1
Hungary,Kyrgyzstan,1
Hungary,Congo (Kinshasa),3
Hungary,Reunion,1
Hungary,Niger,3
Hungary,Trinidad and Tobago,1
Hungary,Albania,2
Hungary,Kazakhstan,4
Hungary,Antigua and Barbuda,1
Hungary,Mayotte,2
Hungary,Oman,6
Hungary,Gibraltar,1
Hungary,Libya,2
Hungary,Aruba,1
Congo (Brazzaville),Cyprus,2
Congo (Brazzaville),French Polynesia,1
Congo (Brazzaville),Swaziland,1
Congo (Brazzaville),French Guiana,1
Congo (Brazzaville),Slovenia,1
Congo (Brazzaville),Romania,2
Congo (Brazzaville),Portugal,2
Congo (Brazzaville),Martinique,1
Congo (Brazzaville),Canada,2
Congo (Brazzaville),Peru,2
Congo (Brazzaville),Croatia,1
Congo (Brazzaville),Lesotho,1
Congo (Brazzaville),Liberia,2
Congo (Brazzaville),Zambia,3
Congo (Brazzaville),Gabon,2
Congo (Brazzaville),Luxembourg,2
Congo (Brazzaville),Togo,1
Congo (Brazzaville),Uruguay,2
Congo (Brazzaville),Benin,2
Congo (Brazzaville),Suriname,1
Congo (Brazzaville),Guadeloupe,1
Congo (Brazzaville),Poland,2
Congo (Brazzaville),Palau,1
Congo (Brazzaville),Mauritius,2
Congo (Brazzaville),Panama,2
Congo (Brazzaville),Israel,2
Congo (Brazzaville),Mexico,2
Congo (Brazzaville),Malawi,3
Congo (Brazzaville),Dominican Republic,2
Congo (Brazzaville),Virgin Islands,2
Congo (Brazzaville),Finland,2
Congo (Brazzaville),Norway,2
Congo (Brazzaville),Ethiopia,2
Congo (Brazzaville),Comoros,2
Congo (Brazzaville),Uganda,3
Congo (Brazzaville),Azerbaijan,1
Congo (Brazzaville),Indonesia,2
Congo (Brazzaville),Laos,1
Congo (Brazzaville),Saudi Arabia,2
Congo (Brazzaville),Cuba,2
Congo (Brazzaville),Burkina Faso,2
Congo (Brazzaville),Zimbabwe,3
Congo (Brazzaville),Kuwait,3
Congo (Brazzaville),Chad,1
Congo (Brazzaville),Cameroon,3
Congo (Brazzaville),Tanzania,3
Congo (Brazzaville),Tunisia,1
Congo (Brazzaville),Taiwan,2
Congo (Brazzaville),Jamaica,2
Congo (Brazzaville),Cambodia,1
Congo (Brazzaville),Philippines,2
Congo (Brazzaville),Turkey,2
Congo (Brazzaville),Russia,2
Congo (Brazzaville),Namibia,1
Congo (Brazzaville),South Africa,3
Congo (Brazzaville),Pakistan,1
Congo (Brazzaville),Haiti,1
Congo (Brazzaville),Botswana,1
Congo (Brazzaville),Argentina,2
Congo (Brazzaville),Vietnam,1
Congo (Brazzaville),Czech Republic,2
Congo (Brazzaville),Ireland,2
Congo (Brazzaville),Djibouti,2
Congo (Brazzaville),Jersey,1
Congo (Brazzaville),Mauritania,1
Congo (Brazzaville),Switzerland,3
Congo (Brazzaville),Honduras,1
Congo (Brazzaville),Sierra Leone,2
Congo (Brazzaville),Kenya,3
Congo (Brazzaville),China,2
Congo (Brazzaville),Guatemala,1
Congo (Brazzaville),Mozambique,1
Congo (Brazzaville),Ukraine,2
Congo (Brazzaville),Rwanda,3
Congo (Brazzaville),Hong Kong,3
Congo (Brazzaville),Qatar,2
Congo (Brazzaville),South Korea,2
Congo (Brazzaville),Estonia,1
Congo (Brazzaville),Costa Rica,2
Congo (Brazzaville),Armenia,1
Congo (Brazzaville),Saint Lucia,1
Congo (Brazzaville),Senegal,2
Congo (Brazzaville),Malaysia,2
Congo (Brazzaville),Seychelles,1
Congo (Brazzaville),Puerto Rico,2
Congo (Brazzaville),Georgia,2
Congo (Brazzaville),Morocco,2
Congo (Brazzaville),Japan,2
Congo (Brazzaville),Bulgaria,1
Congo (Brazzaville),Burundi,1
Congo (Brazzaville),Singapore,3
Congo (Brazzaville),Australia,3
Congo (Brazzaville),Austria,2
Congo (Brazzaville),Angola,3
Congo (Brazzaville),Netherlands Antilles,2
Congo (Brazzaville),Latvia,2
Congo (Brazzaville),Ecuador,2
Congo (Brazzaville),Malta,1
Congo (Brazzaville),Bahamas,1
Congo (Brazzaville),Egypt,3
Congo (Brazzaville),Chile,2
Congo (Brazzaville),Madagascar,2
Congo (Brazzaville),Equatorial Guinea,2
Congo (Brazzaville),Guinea,1
Congo (Brazzaville),Ghana,2
Congo (Brazzaville),Congo (Kinshasa),3
Congo (Brazzaville),Reunion,1
Congo (Brazzaville),Niger,2
Congo (Brazzaville),Kazakhstan,1
Congo (Brazzaville),Mayotte,2
Congo (Brazzaville),Oman,2
Congo (Brazzaville),Aruba,1
Egypt,Cyprus,7
Egypt,French Polynesia,1
Egypt,Swaziland,1
Egypt,Slovenia,2
Egypt,French Guiana,1
Egypt,Romania,6
Egypt,Portugal,6
Egypt,Martinique,1
Egypt,Canada,7
Egypt,Peru,2
Egypt,Isle of Man,1
Egypt,Croatia,4
Egypt,Liberia,3
Egypt,Lesotho,1
Egypt,Zambia,5
Egypt,Gabon,3
Egypt,Luxembourg,4
Egypt,Togo,1
Egypt,Montenegro,1
Egypt,Uruguay,2
Egypt,Benin,2
Egypt,Suriname,1
Egypt,Cayman Islands,1
Egypt,Poland,6
Egypt,Guadeloupe,1
Egypt,Palau,1
Egypt,Mauritius,4
Egypt,Panama,2
Egypt,Maldives,6
Egypt,Israel,4
Egypt,Nepal,4
Egypt,Mexico,4
Egypt,Afghanistan,2
Egypt,Malawi,3
Egypt,Sudan,4
Egypt,Dominican Republic,3
Egypt,Virgin Islands,3
Egypt,Finland,4
Egypt,Norway,5
Egypt,Ethiopia,6
Egypt,Comoros,2
Egypt,Uganda,7
Egypt,Azerbaijan,4
Egypt,Indonesia,7
Egypt,Bangladesh,5
Egypt,Laos,2
Egypt,Bermuda,1
Egypt,Saudi Arabia,8
Egypt,Mongolia,1
Egypt,Cuba,2
Egypt,Burkina Faso,3
Egypt,Zimbabwe,6
Egypt,Kuwait,8
Egypt,Sri Lanka,6
Egypt,Macedonia,1
Egypt,Turks and Caicos Islands,1
Egypt,Chad,2
Egypt,Cameroon,4
Egypt,Tanzania,6
Egypt,Tajikistan,1
Egypt,Somalia,1
Egypt,Lithuania,2
Egypt,Tunisia,4
Egypt,Moldova,1
Egypt,Taiwan,4
Egypt,Jamaica,3
Egypt,Cambodia,2
Egypt,Barbados,1
Egypt,Philippines,6
Egypt,Turkey,8
Egypt,Russia,8
Egypt,Namibia,2
Egypt,South Africa,9
Egypt,Pakistan,5
Egypt,Haiti,1
Egypt,Argentina,6
Egypt,Vietnam,6
Egypt,Botswana,1
Egypt,Czech Republic,5
Egypt,Ireland,6
Egypt,Djibouti,3
Egypt,Jersey,2
Egypt,Mauritania,2
Egypt,Switzerland,9
Egypt,Honduras,1
Egypt,Sierra Leone,3
Egypt,Kenya,8
Egypt,China,8
Egypt,Uzbekistan,1
Egypt,Guatemala,2
Egypt,Mozambique,2
Egypt,Ukraine,5
Egypt,Rwanda,5
Egypt,Hong Kong,9
Egypt,Qatar,7
Egypt,South Korea,8
Egypt,Estonia,2
Egypt,Saint Kitts and Nevis,1
Egypt,Burma,3
Egypt,Costa Rica,3
Egypt,Saint Lucia,2
Egypt,Armenia,1
Egypt,Yemen,1
Egypt,Senegal,4
Egypt,Malaysia,7
Egypt,Bosnia and Herzegovina,1
Egypt,Seychelles,3
Egypt,Puerto Rico,2
Egypt,Georgia,4
Egypt,Morocco,7
Egypt,Japan,8
Egypt,South Sudan,1
Egypt,Bulgaria,4
Egypt,Burundi,1
Egypt,Singapore,9
Egypt,Australia,9
Egypt,Austria,6
Egypt,Angola,5
Egypt,Netherlands Antilles,2
Egypt,Latvia,3
Egypt,Ecuador,2
Egypt,Malta,4
Egypt,Bahamas,2
Egypt,Iraq,4
Egypt,Iran,4
Egypt,Turkmenistan,1
Egypt,Brunei,1
Egypt,Chile,2
Egypt,Madagascar,2
Egypt,Equatorial Guinea,3
Egypt,Guinea,1
Egypt,Ghana,5
Egypt,Grenada,1
Egypt,Kyrgyzstan,1
Egypt,Congo (Kinshasa),4
Egypt,Reunion,1
Egypt,Niger,3
Egypt,Trinidad and Tobago,1
Egypt,Albania,2
Egypt,Kazakhstan,4
Egypt,Antigua and Barbuda,1
Egypt,Mayotte,2
Egypt,New Zealand,2
Egypt,Oman,7
Egypt,Gibraltar,1
Egypt,Libya,3
Egypt,Aruba,1
China,Cyprus,7
China,French Polynesia,4
China,Slovenia,2
China,French Guiana,1
China,Romania,6
China,Portugal,7
China,Martinique,1
China,Canada,11
China,Peru,3
China,Isle of Man,1
China,Croatia,4
China,Liberia,3
China,Zambia,4
China,Gabon,2
China,Vanuatu,2
China,Luxembourg,4
China,Togo,1
China,Montenegro,1
China,Uruguay,2
China,Benin,1
China,Suriname,1
China,Palau,2
China,Poland,8
China,Cayman Islands,1
China,Guadeloupe,1
China,Mauritius,3
China,Panama,2
China,Maldives,7
China,Israel,4
China,Nepal,5
China,Mexico,6
China,Afghanistan,2
China,Malawi,2
China,Sudan,4
China,Dominican Republic,3
China,Virgin Islands,3
China,Finland,5
China,Norway,5
China,Ethiopia,5
China,Comoros,2
China,Uganda,6
China,Azerbaijan,4
China,Indonesia,11
China,Bangladesh,6
China,Laos,2
China,Bermuda,1
China,Saudi Arabia,10
China,Mongolia,1
China,Cuba,3
China,Burkina Faso,3
China,Zimbabwe,5
China,Kuwait,7
China,Sri Lanka,7
China,Macedonia,1
China,Turks and Caicos Islands,1
China,Niue,1
China,Chad,2
China,Cameroon,3
China,Tanzania,5
China,Tajikistan,1
China,Somalia,1
China,Lithuania,2
China,Tunisia,4
China,Moldova,1
China,Taiwan,7
China,Jamaica,4
China,Norfolk Island,1
China,Cambodia,2
China,Barbados,2
China,Philippines,10
China,Turkey,10
China,Russia,11
China,Namibia,1
China,Guam,2
China,South Africa,11
China,Pakistan,6
China,Haiti,1
China,Argentina,6
China,Vietnam,10
China,Czech Republic,6
China,Ireland,7
China,Djibouti,3
China,Jersey,2
China,Mauritania,2
China,Switzerland,11
China,Papua New Guinea,1
China,Honduras,1
China,Sierra Leone,3
China,Kenya,8
China,Uzbekistan,1
China,Guatemala,2
China,Mozambique,1
China,Ukraine,5
China,Rwanda,4
China,Hong Kong,14
China,South Korea,12
China,Qatar,10
China,Estonia,2
China,Saint Kitts and Nevis,1
China,Macau,1
China,Burma,4
China,Costa Rica,3
China,Saint Lucia,3
China,Armenia,1
China,Yemen,1
China,Senegal,3
China,Malaysia,10
China,Fiji,3
China,Bosnia and Herzegovina,1
China,Seychelles,2
China,Samoa,1
China,Puerto Rico,3
China,Georgia,4
China,Morocco,7
China,Japan,14
China,South Sudan,1
China,Bulgaria,4
China,Burundi,1
China,Singapore,14
China,Australia,13
China,Austria,7
China,Angola,4
China,Netherlands Antilles,2
China,Latvia,3
China,Ecuador,2
China,Malta,4
China,Bahamas,2
China,Iraq,4
China,Tonga,1
China,Cook Islands,1
China,Iran,4
China,Turkmenistan,1
China,Brunei,1
China,Chile,4
China,Guinea,1
China,Equatorial Guinea,3
China,Madagascar,1
China,Ghana,4
China,Grenada,2
China,Kyrgyzstan,1
China,Congo (Kinshasa),3
China,Reunion,1
China,Niger,3
China,Trinidad and Tobago,1
China,New Caledonia,2
China,Albania,2
China,East Timor,1
China,Kazakhstan,4
China,Antigua and Barbuda,2
China,Mayotte,2
China,New Zealand,4
China,Oman,8
China,Gibraltar,1
China,Libya,3
China,Aruba,1
French Guiana,Cyprus,1
French Guiana,French Polynesia,1
French Guiana,Argentina,1
French Guiana,Vietnam,1
French Guiana,Czech Republic,1
French Guiana,Ireland,1
French Guiana,Djibouti,1
French Guiana,Jersey,1
French Guiana,Slovenia,1
French Guiana,Mauritania,1
French Guiana,Romania,1
French Guiana,Portugal,1
French Guiana,Martinique,1
French Guiana,Switzerland,1
French Guiana,Canada,1
French Guiana,Sierra Leone,1
French Guiana,Peru,1
French Guiana,Kenya,1
French Guiana,Croatia,1
French Guiana,Liberia,1
French Guiana,Zambia,1
French Guiana,Gabon,1
French Guiana,Luxembourg,1
French Guiana,Togo,1
French Guiana,Guatemala,1
French Guiana,Uruguay,1
French Guiana,Benin,1
French Guiana,Ukraine,1
French Guiana,Rwanda,1
French Guiana,Hong Kong,1
French Guiana,Qatar,1
French Guiana,Guadeloupe,1
French Guiana,Palau,1
French Guiana,Poland,1
French Guiana,South Korea,1
French Guiana,Mauritius,1
French Guiana,Panama,1
French Guiana,Costa Rica,1
French Guiana,Armenia,1
French Guiana,Saint Lucia,1
